code,term,id
17588311000001100,Arcoxia 120mg tablets (Necessity Supplies Ltd),17588311000001100
11764811000001101,Arcoxia 120mg tablets (Waymade Healthcare Plc),11764811000001101
18545411000001104,Arcoxia 30mg tablets (DE Pharmaceuticals),18545411000001104
19865111000001101,Arcoxia 30mg tablets (Lexon (UK) Ltd),19865111000001101
17492311000001105,Arcoxia 30mg tablets (Mawdsley-Brooks & Company Ltd),17492311000001105
13122311000001105,Arcoxia 30mg tablets (Merck Sharp & Dohme Ltd),13122311000001105
20132411000001101,Arcoxia 30mg tablets (Waymade Healthcare Plc),20132411000001101
37358511000001100,Arcoxia 60mg tablets (CST Pharma Ltd),37358511000001100
13829511000001101,Arcoxia 60mg tablets (DE Pharmaceuticals),13829511000001101
13099411000001106,Arcoxia 60mg tablets (Dowelhurst Ltd),13099411000001106
16138511000001106,Arcoxia 60mg tablets (Lexon (UK) Ltd),16138511000001106
16265311000001101,Arcoxia 60mg tablets (Mawdsley-Brooks & Company Ltd),16265311000001101
3406111000001103,Arcoxia 60mg tablets (Merck Sharp & Dohme Ltd),3406111000001103
17587411000001108,Arcoxia 60mg tablets (Necessity Supplies Ltd),17587411000001108
37620411000001105,Arcoxia 60mg tablets (Pilsco Ltd),37620411000001105
14195411000001100,Arcoxia 60mg tablets (Sigma Pharmaceuticals Plc),14195411000001100
11538811000001103,Arcoxia 60mg tablets (Waymade Healthcare Plc),11538811000001103
37358211000001103,Arcoxia 90mg tablets (CST Pharma Ltd),37358211000001103
13829711000001106,Arcoxia 90mg tablets (DE Pharmaceuticals),13829711000001106
13099911000001103,Arcoxia 90mg tablets (Dowelhurst Ltd),13099911000001103
16138711000001101,Arcoxia 90mg tablets (Lexon (UK) Ltd),16138711000001101
16265711000001102,Arcoxia 90mg tablets (Mawdsley-Brooks & Company Ltd),16265711000001102
3406811000001105,Arcoxia 90mg tablets (Merck Sharp & Dohme Ltd),3406811000001105
17587811000001105,Arcoxia 90mg tablets (Necessity Supplies Ltd),17587811000001105
37620611000001108,Arcoxia 90mg tablets (Pilsco Ltd),37620611000001108
14195911000001108,Arcoxia 90mg tablets (Sigma Pharmaceuticals Plc),14195911000001108
11539111000001103,Arcoxia 90mg tablets (Waymade Healthcare Plc),11539111000001103
389511000001100,Arthrofen 200 tablets (Ashbourne Pharmaceuticals Ltd),389511000001100
933011000001107,Arthrofen 400 tablets (Ashbourne Pharmaceuticals Ltd),933011000001107
415611000001108,Arthrofen 600 tablets (Ashbourne Pharmaceuticals Ltd),415611000001108
624911000001107,Arthrosin 250 tablets (Ashbourne Pharmaceuticals Ltd),624911000001107
166111000001106,Arthrosin 500 tablets (Ashbourne Pharmaceuticals Ltd),166111000001106
922711000001104,Arthrosin EC 250 tablets (Ashbourne Pharmaceuticals Ltd),922711000001104
236611000001105,Arthrosin EC 500 tablets (Ashbourne Pharmaceuticals Ltd),236611000001105
29978211000001104,Arthrotec 50 gastro-resistant tablets (Lexon (UK) Ltd),29978211000001104
3159911000001101,Arthrotec 50 gastro-resistant tablets (Pfizer Ltd),3159911000001101
37620811000001107,Arthrotec 50 gastro-resistant tablets (Pilsco Ltd),37620811000001107
29978411000001100,Arthrotec 75 gastro-resistant tablets (Lexon (UK) Ltd),29978411000001100
3161411000001104,Arthrotec 75 gastro-resistant tablets (Pfizer Ltd),3161411000001104
16148311000001101,Axorid 100mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd),16148311000001101
16140611000001108,Axorid 200mg/20mg modified-release capsules (Meda Pharmaceuticals Ltd),16140611000001108
329546008,Azapropazone 300mg capsules,329546008
329547004,Azapropazone 600mg tablets,329547004
3912911000001104,Benoral 2g granules sachets (Sanofi-Synthelabo Ltd),3912911000001104
710211000001107,Benoral 2g/5ml oral suspension (Sanofi-Synthelabo Ltd),710211000001107
114411000001108,Benoral 750mg tablets (Sanofi-Synthelabo Ltd),114411000001108
329533003,Benorilate 2g granules sachets sugar free,329533003
35910211000001100,Benorilate 2g/5ml oral suspension sugar free,35910211000001100
627611000001107,Benorilate 2g/5ml oral suspension sugar free (A A H Pharmaceuticals Ltd),627611000001107
311811000001101,Benorilate 2g/5ml oral suspension sugar free (Alliance Healthcare (Distribution) Ltd),311811000001101
4578411000001105,Benorilate 2g/5ml oral suspension sugar free (Kent Pharmaceuticals Ltd),4578411000001105
271011000001107,Benorilate 2g/5ml oral suspension sugar free (Mylan),271011000001107
738711000001108,Benorilate 2g/5ml oral suspension sugar free (Sterwin Medicines),738711000001108
766542002,Benorilate 400 mg/mL oral suspension,766542002
329532008,Benorilate 750mg tablets,329532008
774111000001104,Benorilate 750mg tablets (A A H Pharmaceuticals Ltd),774111000001104
926411000001106,Benorilate 750mg tablets (Kent Pharmaceuticals Ltd),926411000001106
536111000001107,Benorilate 750mg tablets (Sterwin Medicines),536111000001107
411998000,Benorylate in oral dosage form,411998000
867711000001101,Berlind 75 Retard capsules (Tillomed Laboratories Ltd),867711000001101
4491011000001107,Bextra 10mg tablets (Pfizer Ltd),4491011000001107
4491511000001104,Bextra 20mg tablets (Pfizer Ltd),4491511000001104
4492311000001101,Bextra 40mg tablets (Pfizer Ltd),4492311000001101
8781711000001100,Boots Cold and Flu Relief with Ibuprofen tablets (The Boots Company Plc),8781711000001100
31003411000001100,Boots Ibuprofen 3 Months Plus 100mg/5ml oral suspension strawberry (The Boots Company Plc),31003411000001100
18822611000001108,Boots Ibuprofen 6 Months Plus 100mg/5ml oral suspension strawberry (The Boots Company Plc),18822611000001108
31004511000001103,Boots Ibuprofen and Codeine 200mg/12.8mg tablets (The Boots Company Plc),31004511000001103
31005011000001105,Boots Ibuprofen Long Lasting 200mg capsules (The Boots Company Plc),31005011000001105
31017911000001101,Boots Period Pain Relief 250mg gastro-resistant tablets (The Boots Company Plc),31017911000001101
17982711000001105,Boots Rapid Ibuprofen lysine 342mg tablets (The Boots Company Plc),17982711000001105
17811000001106,Brexidol 20mg tablets (Chiesi Ltd),17811000001106
13837411000001106,Brexidol 20mg tablets (DE Pharmaceuticals),13837411000001106
16142811000001108,Brexidol 20mg tablets (Lexon (UK) Ltd),16142811000001108
16347811000001100,Brexidol 20mg tablets (Mawdsley-Brooks & Company Ltd),16347811000001100
14288711000001103,Brexidol 20mg tablets (Sigma Pharmaceuticals Plc),14288711000001103
10494611000001100,Brexidol 20mg tablets (Waymade Healthcare Plc),10494611000001100
18547611000001108,Brufen 100mg/5ml syrup (DE Pharmaceuticals),18547611000001108
19866611000001104,Brufen 100mg/5ml syrup (Lexon (UK) Ltd),19866611000001104
19729911000001108,Brufen 100mg/5ml syrup (Mawdsley-Brooks & Company Ltd),19729911000001108
445711000001109,Brufen 100mg/5ml syrup (Mylan),445711000001109
17534011000001103,Brufen 100mg/5ml syrup (Sigma Pharmaceuticals Plc),17534011000001103
30269111000001109,Brufen 100mg/5ml syrup (Waymade Healthcare Plc),30269111000001109
643711000001106,Brufen 200mg tablets (Abbott Laboratories Ltd),643711000001106
263211000001109,Brufen 400mg tablets (Mylan),263211000001109
37380211000001105,Brufen 600mg effervescent granules sachets (CST Pharma Ltd),37380211000001105
18547411000001105,Brufen 600mg effervescent granules sachets (DE Pharmaceuticals),18547411000001105
29980411000001108,Brufen 600mg effervescent granules sachets (Lexon (UK) Ltd),29980411000001108
18191711000001105,Brufen 600mg effervescent granules sachets (Mawdsley-Brooks & Company Ltd),18191711000001105
3239211000001107,Brufen 600mg effervescent granules sachets (Mylan),3239211000001107
17614211000001105,Brufen 600mg effervescent granules sachets (Necessity Supplies Ltd),17614211000001105
30269311000001106,Brufen 600mg effervescent granules sachets (Waymade Healthcare Plc),30269311000001106
230111000001100,Brufen 600mg tablets (Mylan),230111000001100
37380011000001100,Brufen Retard 800mg tablets (CST Pharma Ltd),37380011000001100
38122811000001103,Brufen Retard 800mg tablets (DE Pharmaceuticals),38122811000001103
5525711000001101,Brufen Retard 800mg tablets (Dowelhurst Ltd),5525711000001101
29980611000001106,Brufen Retard 800mg tablets (Lexon (UK) Ltd),29980611000001106
368011000001100,Brufen Retard 800mg tablets (Mylan),368011000001100
5489311000001103,Brufen Retard 800mg tablets (Waymade Healthcare Plc),5489311000001103
4663611000001101,Butacote 100mg gastro-resistant tablets (Novartis Pharmaceuticals UK Ltd),4663611000001101
4585211000001105,Calprofen 100mg/5ml oral suspension (McNeil Products Ltd),4585211000001105
11753011000001104,Calprofen 100mg/5ml oral suspension 5ml sachets (McNeil Products Ltd),11753011000001104
7643811000001101,Calprofen 100mg/5ml oral suspension paediatric (McNeil Products Ltd),7643811000001101
29666011000001102,Care Ibuprofen for Children 100mg/5ml oral suspension (Thornton & Ross Ltd),29666011000001102
13847111000001102,Celebrex 100mg capsules (DE Pharmaceuticals),13847111000001102
5530911000001106,Celebrex 100mg capsules (Dowelhurst Ltd),5530911000001106
16458511000001106,Celebrex 100mg capsules (Mawdsley-Brooks & Company Ltd),16458511000001106
17623711000001105,Celebrex 100mg capsules (Necessity Supplies Ltd),17623711000001105
18711000001102,Celebrex 100mg capsules (Pfizer Ltd),18711000001102
14492311000001100,Celebrex 100mg capsules (Sigma Pharmaceuticals Plc),14492311000001100
18292411000001107,Celebrex 100mg capsules (Stephar (U.K.) Ltd),18292411000001107
10500411000001103,Celebrex 100mg capsules (Waymade Healthcare Plc),10500411000001103
13847411000001107,Celebrex 200mg capsules (DE Pharmaceuticals),13847411000001107
5529911000001102,Celebrex 200mg capsules (Dowelhurst Ltd),5529911000001102
16147411000001109,Celebrex 200mg capsules (Lexon (UK) Ltd),16147411000001109
16458911000001104,Celebrex 200mg capsules (Mawdsley-Brooks & Company Ltd),16458911000001104
17624111000001106,Celebrex 200mg capsules (Necessity Supplies Ltd),17624111000001106
878111000001108,Celebrex 200mg capsules (Pfizer Ltd),878111000001108
14492711000001101,Celebrex 200mg capsules (Sigma Pharmaceuticals Plc),14492711000001101
5346211000001101,Celebrex 200mg capsules (Waymade Healthcare Plc),5346211000001101
330170001,Celecoxib 100mg capsules,330170001
28378611000001105,Celecoxib 100mg capsules (A A H Pharmaceuticals Ltd),28378611000001105
28378211000001108,Celecoxib 100mg capsules (Actavis UK Ltd),28378211000001108
28039011000001105,Celecoxib 100mg capsules (Alliance Healthcare (Distribution) Ltd),28039011000001105
32496211000001102,Celecoxib 100mg capsules (Brown & Burk UK Ltd),32496211000001102
35906711000001107,Celecoxib 100mg capsules (Consilient Health Ltd),35906711000001107
37893811000001100,Celecoxib 100mg capsules (Dawa Ltd),37893811000001100
30136411000001104,Celecoxib 100mg capsules (DE Pharmaceuticals),30136411000001104
32397411000001105,Celecoxib 100mg capsules (Kent Pharmaceuticals Ltd),32397411000001105
36751811000001106,Celecoxib 100mg capsules (Macleods Pharma UK Ltd),36751811000001106
30011211000001106,Celecoxib 100mg capsules (Mawdsley-Brooks & Company Ltd),30011211000001106
35140711000001104,Celecoxib 100mg capsules (Milpharm Ltd),35140711000001104
33588711000001109,Celecoxib 100mg capsules (Mylan),33588711000001109
28011711000001103,Celecoxib 100mg capsules (Pfizer Ltd),28011711000001103
29784511000001108,Celecoxib 100mg capsules (Sigma Pharmaceuticals Plc),29784511000001108
28001111000001101,Celecoxib 100mg capsules (Teva UK Ltd),28001111000001101
36859211000001109,Celecoxib 100mg capsules (Torrent Pharma (UK) Ltd),36859211000001109
28292711000001100,Celecoxib 100mg capsules (Zentiva),28292711000001100
330169002,Celecoxib 200mg capsules,330169002
28378811000001109,Celecoxib 200mg capsules (A A H Pharmaceuticals Ltd),28378811000001109
28378411000001107,Celecoxib 200mg capsules (Actavis UK Ltd),28378411000001107
28039211000001100,Celecoxib 200mg capsules (Alliance Healthcare (Distribution) Ltd),28039211000001100
32496411000001103,Celecoxib 200mg capsules (Brown & Burk UK Ltd),32496411000001103
35906911000001109,Celecoxib 200mg capsules (Consilient Health Ltd),35906911000001109
37894011000001108,Celecoxib 200mg capsules (Dawa Ltd),37894011000001108
30136611000001101,Celecoxib 200mg capsules (DE Pharmaceuticals),30136611000001101
36741411000001107,Celecoxib 200mg capsules (Macleods Pharma UK Ltd),36741411000001107
30011411000001105,Celecoxib 200mg capsules (Mawdsley-Brooks & Company Ltd),30011411000001105
34584911000001102,Celecoxib 200mg capsules (Milpharm Ltd),34584911000001102
33588911000001106,Celecoxib 200mg capsules (Mylan),33588911000001106
28011911000001101,Celecoxib 200mg capsules (Pfizer Ltd),28011911000001101
29784111000001104,Celecoxib 200mg capsules (Sigma Pharmaceuticals Plc),29784111000001104
28000911000001105,Celecoxib 200mg capsules (Teva UK Ltd),28000911000001105
36859611000001106,Celecoxib 200mg capsules (Torrent Pharma (UK) Ltd),36859611000001106
28292911000001103,Celecoxib 200mg capsules (Zentiva),28292911000001103
425685004,Celecoxib 400mg capsules,425685004
425451006,Celecoxib 50 mg/1 each oral capsule,425451006
35573711000001100,Celecoxib 50mg/5ml oral suspension,35573711000001100
35571511000001106,Celecoxib 50mg/5ml oral suspension (Special Order),35571511000001106
411999008,Celecoxib in oral dosage form,411999008
766729004,Chlorpheniramine 2mg/ibuprofen 200mg/pseudoephedrine 30mg conventional release oral tablet,766729004
3674211000001109,Clinoril 100mg tablets (Merck Sharp & Dohme Ltd),3674211000001109
3676011000001109,Clinoril 200mg tablets (Merck Sharp & Dohme Ltd),3676011000001109
497011000001107,Closteril 100 modified-release tablets (Pharmalife Healthcare Services Ltd),497011000001107
3673311000001103,Clotam Rapid 200mg tablets (Galen Ltd),3673311000001103
3420111000001109,Codafen Continus tablets (Napp Pharmaceuticals Ltd),3420111000001109
767793000,Codeine and ibuprofen in oral dosage form,767793000
765579005,Codeine phosphate 20 mg and ibuprofen 300 mg prolonged-release oral tablet,765579005
33563011000001103,Combogesic 500mg/150mg tablets (Thornton & Ross Ltd),33563011000001103
640911000001100,Cuprofen 200mg tablets (SSL International Plc),640911000001100
9890311000001105,Cuprofen for Children 100mg/5ml oral suspension (SSL International Plc),9890311000001105
621611000001103,Cuprofen Maximum Strength 400mg tablets (SSL International Plc),621611000001103
8092711000001106,Cuprofen PLUS tablets (SSL International Plc),8092711000001106
386511000001105,Defanac 25mg gastro-resistant tablets (Ranbaxy (UK) Ltd),386511000001105
906311000001107,Defanac 75mg SR tablets (Ranbaxy (UK) Ltd),906311000001107
440911000001102,Defanac Retard 100mg tablets (Ranbaxy (UK) Ltd),440911000001102
418352003,Dexibuprofen 300mg tablets,418352003
418855005,Dexibuprofen 400mg tablets,418855005
768118003,Dexibuprofen in oral dosage form,768118003
329963003,Dexketoprofen 25mg tablets,329963003
5358611000001100,Dexketoprofen 25mg tablets (Waymade Healthcare Plc),5358611000001100
412005007,Dexketoprofen in oral dosage form,412005007
922511000001109,Dexomon 75mg SR tablets (Hillcross Pharmaceuticals Ltd),922511000001109
38411011000001109,Diclo-SR 75mg tablets (Strides Pharma UK Ltd),38411011000001109
15242611000001108,Diclofenac 100mg/5ml oral solution,15242611000001108
15238211000001107,Diclofenac 100mg/5ml oral solution (Special Order),15238211000001107
15242711000001104,Diclofenac 100mg/5ml oral suspension,15242711000001104
15238511000001105,Diclofenac 100mg/5ml oral suspension (Special Order),15238511000001105
17369211000001102,Diclofenac 10mg dispersible tablets,17369211000001102
17359311000001102,Diclofenac 10mg dispersible tablets (Special Order),17359311000001102
8455011000001100,Diclofenac 10mg/5ml oral solution,8455011000001100
8438311000001105,Diclofenac 10mg/5ml oral solution (Special Order),8438311000001105
8455111000001104,Diclofenac 10mg/5ml oral suspension,8455111000001104
8438611000001100,Diclofenac 10mg/5ml oral suspension (Special Order),8438611000001100
11650911000001102,Diclofenac 12.5mg/5ml oral solution,11650911000001102
11633411000001103,Diclofenac 12.5mg/5ml oral solution (Special Order),11633411000001103
11651011000001105,Diclofenac 12.5mg/5ml oral suspension,11651011000001105
11632711000001101,Diclofenac 12.5mg/5ml oral suspension (Special Order),11632711000001101
8455211000001105,Diclofenac 15mg/5ml oral solution,8455211000001105
8439711000001100,Diclofenac 15mg/5ml oral solution (Special Order),8439711000001100
8455311000001102,Diclofenac 15mg/5ml oral suspension,8455311000001102
8440411000001100,Diclofenac 15mg/5ml oral suspension (Special Order),8440411000001100
8455411000001109,Diclofenac 25mg/5ml oral solution,8455411000001109
8439611000001109,Diclofenac 25mg/5ml oral solution (Special Order),8439611000001109
8455511000001108,Diclofenac 25mg/5ml oral suspension,8455511000001108
8440111000001105,Diclofenac 25mg/5ml oral suspension (Special Order),8440111000001105
28422211000001104,Diclofenac 40mg/5ml oral solution,28422211000001104
28414411000001104,Diclofenac 40mg/5ml oral solution (Special Order),28414411000001104
28422311000001107,Diclofenac 40mg/5ml oral suspension,28422311000001107
28414711000001105,Diclofenac 40mg/5ml oral suspension (Special Order),28414711000001105
329591004,Diclofenac 50mg dispersible tablets sugar free,329591004
11651311000001108,Diclofenac 50mg/5ml oral solution,11651311000001108
11634411000001100,Diclofenac 50mg/5ml oral solution (Special Order),11634411000001100
11648711000001104,Diclofenac 50mg/5ml oral suspension,11648711000001104
11615511000001106,Diclofenac 50mg/5ml oral suspension (Drug Tariff Special Order),11615511000001106
11652111000001101,Diclofenac 75mg/5ml oral solution,11652111000001101
11635911000001107,Diclofenac 75mg/5ml oral solution (Special Order),11635911000001107
11651411000001101,Diclofenac 75mg/5ml oral suspension,11651411000001101
11635311000001106,Diclofenac 75mg/5ml oral suspension (Special Order),11635311000001106
14062911000001108,Diclofenac potassium 12.5mg tablets,14062911000001108
329967002,Diclofenac potassium 25mg tablets,329967002
17014711000001105,Diclofenac potassium 25mg tablets (A A H Pharmaceuticals Ltd),17014711000001105
16236911000001100,Diclofenac potassium 25mg tablets (Accord Healthcare Ltd),16236911000001100
329968007,Diclofenac potassium 50mg tablets,329968007
16650211000001108,Diclofenac potassium 50mg tablets (A A H Pharmaceuticals Ltd),16650211000001108
16237611000001108,Diclofenac potassium 50mg tablets (Accord Healthcare Ltd),16237611000001108
18341211000001104,Diclofenac potassium 50mg tablets (Alliance Healthcare (Distribution) Ltd),18341211000001104
30048011000001102,Diclofenac potassium 50mg tablets (DE Pharmaceuticals),30048011000001102
18618611000001109,Diclofenac potassium 50mg tablets (Phoenix Healthcare Distribution Ltd),18618611000001109
37084611000001101,Diclofenac sodium 100mg modified-release capsules,37084611000001101
10529711000001106,Diclofenac sodium 100mg modified-release capsules (Waymade Healthcare Plc),10529711000001106
36563711000001106,Diclofenac sodium 100mg modified-release tablets,36563711000001106
36566511000001109,Diclofenac sodium 25mg gastro-resistant tablets,36566511000001109
555811000001109,Diclofenac sodium 25mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),555811000001109
780411000001108,Diclofenac sodium 25mg gastro-resistant tablets (Actavis UK Ltd),780411000001108
271711000001109,Diclofenac sodium 25mg gastro-resistant tablets (Alliance Healthcare (Distribution) Ltd),271711000001109
10401011000001106,Diclofenac sodium 25mg gastro-resistant tablets (Arrow Generics Ltd),10401011000001106
36784811000001104,Diclofenac sodium 25mg gastro-resistant tablets (Crescent Pharma Ltd),36784811000001104
23862211000001104,Diclofenac sodium 25mg gastro-resistant tablets (DE Pharmaceuticals),23862211000001104
37926711000001100,Diclofenac sodium 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),37926711000001100
182611000001101,Diclofenac sodium 25mg gastro-resistant tablets (IVAX Pharmaceuticals UK Ltd),182611000001101
829411000001105,Diclofenac sodium 25mg gastro-resistant tablets (Kent Pharmaceuticals Ltd),829411000001105
34604011000001106,Diclofenac sodium 25mg gastro-resistant tablets (Medreich Plc),34604011000001106
534911000001102,Diclofenac sodium 25mg gastro-resistant tablets (Mylan),534911000001102
326211000001100,Diclofenac sodium 25mg gastro-resistant tablets (Pfizer Ltd),326211000001100
17891411000001103,Diclofenac sodium 25mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),17891411000001103
530011000001108,Diclofenac sodium 25mg gastro-resistant tablets (Sandoz Ltd),530011000001108
268911000001105,Diclofenac sodium 25mg gastro-resistant tablets (Sterwin Medicines),268911000001105
175011000001107,Diclofenac sodium 25mg gastro-resistant tablets (Teva UK Ltd),175011000001107
21943011000001106,Diclofenac sodium 25mg gastro-resistant tablets (Waymade Healthcare Plc),21943011000001106
329598005,Diclofenac sodium 50mg gastro-resistant / Misoprostol 200microgram tablets,329598005
329587009,Diclofenac sodium 50mg gastro-resistant tablets,329587009
699311000001103,Diclofenac sodium 50mg gastro-resistant tablets (A A H Pharmaceuticals Ltd),699311000001103
30049011000001107,Diclofenac sodium 50mg gastro-resistant tablets (DE Pharmaceuticals),30049011000001107
37926911000001103,Diclofenac sodium 50mg gastro-resistant tablets (Dexcel-Pharma Ltd),37926911000001103
34603211000001104,Diclofenac sodium 50mg gastro-resistant tablets (Medreich Plc),34603211000001104
17891611000001100,Diclofenac sodium 50mg gastro-resistant tablets (Phoenix Healthcare Distribution Ltd),17891611000001100
18722511000001107,Diclofenac sodium 50mg gastro-resistant tablets (Sigma Pharmaceuticals Plc),18722511000001107
252911000001102,Diclofenac sodium 50mg gastro-resistant tablets (Teva UK Ltd),252911000001102
329602007,Diclofenac sodium 75mg gastro-resistant / Misoprostol 200microgram tablets,329602007
329574003,Diclofenac sodium 75mg gastro-resistant modified-release capsules,329574003
37084911000001107,Diclofenac sodium 75mg modified-release capsules,37084911000001107
10530111000001102,Diclofenac sodium 75mg modified-release capsules (Waymade Healthcare Plc),10530111000001102
13222101000001109,Diclofenac sodium 75mg modified-release tablets,13222101000001109
329607001,Diclofenac sodium 75mg modified-release tablets,329607001
10686011000001100,Dicloflex 25mg gastro-resistant tablets (Almus Pharmaceuticals Ltd),10686011000001100
570111000001107,Dicloflex 25mg gastro-resistant tablets (Dexcel-Pharma Ltd),570111000001107
10612711000001100,Dicloflex 25mg gastro-resistant tablets (Teva UK Ltd),10612711000001100
18299411000001101,Dicloflex 75mg SR tablets (Actavis UK Ltd),18299411000001101
10686411000001109,Dicloflex 75mg SR tablets (Almus Pharmaceuticals Ltd),10686411000001109
225611000001103,Dicloflex 75mg SR tablets (Dexcel-Pharma Ltd),225611000001103
7854211000001109,Dicloflex 75mg SR tablets (Kent Pharmaceuticals Ltd),7854211000001109
7852911000001109,Dicloflex 75mg SR tablets (Teva UK Ltd),7852911000001109
10686711000001103,Dicloflex Retard 100mg tablets (Almus Pharmaceuticals Ltd),10686711000001103
190611000001103,Dicloflex Retard 100mg tablets (Dexcel-Pharma Ltd),190611000001103
7854611000001106,Dicloflex Retard 100mg tablets (Kent Pharmaceuticals Ltd),7854611000001106
7853311000001103,Dicloflex Retard 100mg tablets (Teva UK Ltd),7853311000001103
18574111000001106,Diclomax Retard 100mg capsules (DE Pharmaceuticals),18574111000001106
350511000001103,Diclomax Retard 100mg capsules (Galen Ltd),350511000001103
16258311000001101,Diclomax Retard 100mg capsules (Mawdsley-Brooks & Company Ltd),16258311000001101
15417211000001101,Diclomax Retard 100mg capsules (Waymade Healthcare Plc),15417211000001101
13865111000001104,Diclomax SR 75mg capsules (DE Pharmaceuticals),13865111000001104
172511000001105,Diclomax SR 75mg capsules (Galen Ltd),172511000001105
16258611000001106,Diclomax SR 75mg capsules (Mawdsley-Brooks & Company Ltd),16258611000001106
15417411000001102,Diclomax SR 75mg capsules (Waymade Healthcare Plc),15417411000001102
193511000001108,Diclotard 75mg modified-release tablets (Galen Ltd),193511000001108
78311000001106,Diclovol 25mg gastro-resistant tablets (Arun Pharmaceuticals Ltd),78311000001106
282411000001101,Diclovol 75mg SR tablets (Arun Pharmaceuticals Ltd),282411000001101
7853611000001108,Diclovol 75mg SR tablets (Mylan),7853611000001108
123311000001105,Diclovol Retard 100mg tablets (Arun Pharmaceuticals Ltd),123311000001105
7854011000001104,Diclovol Retard 100mg tablets (Mylan),7854011000001104
334011000001103,Diclozip 25mg gastro-resistant tablets (Ashbourne Pharmaceuticals Ltd),334011000001103
329612000,Diflunisal 250mg tablets,329612000
15870411000001104,Diflunisal 250mg tablets (Special Order),15870411000001104
329613005,Diflunisal 500mg tablets,329613005
767967003,Diflunisal in oral dosage form,767967003
420943003,Diphenhydramine + ibuprofen,420943003
420700002,Diphenhydramine 25 mg and ibuprofen 200 mg/1 each oral capsule,420700002
441834006,Diphenhydramine 38 mg and ibuprofen 200 mg/1 each oral capsule,441834006
768110005,Diphenhydramine and ibuprofen in oral dosage form,768110005
3674011000001104,Dolobid 250mg tablets (Merck Sharp & Dohme Ltd),3674011000001104
3674611000001106,Dolobid 500mg tablets (Merck Sharp & Dohme Ltd),3674611000001106
5363211000001101,Dolobid 500mg tablets (Waymade Healthcare Plc),5363211000001101
221211000001103,Dysman 250 capsules (Ashbourne Pharmaceuticals Ltd),221211000001103
180611000001102,Dysman 500 tablets (Ashbourne Pharmaceuticals Ltd),180611000001102
3979111000001103,Ebretin 200mg capsules (Ranbaxy (UK) Ltd),3979111000001103
3979611000001106,Ebretin 300mg capsules (Ranbaxy (UK) Ltd),3979611000001106
4626911000001105,Eccoxolac 300mg capsules (Meda Pharmaceuticals Ltd),4626911000001105
5639311000001108,Econac SR 75mg tablets (Advanz Pharma),5639311000001108
5639711000001107,Econac XL 100mg tablets (Advanz Pharma),5639711000001107
589011000001106,Emflex 60mg capsules (Merck Serono Ltd),589011000001106
17627211000001107,Enstar SR 75 tablets (Ennogen Pharma Ltd),17627211000001107
17627411000001106,Enstar XL 100 tablets (Ennogen Pharma Ltd),17627411000001106
768562000,Esomeprazole and naproxen in oral dosage form,768562000
768561007,Esomeprazole and naproxen product,768561007
329616002,Etodolac 200mg capsules,329616002
329620003,Etodolac 300mg capsules,329620003
